Manuscript ID,Manuscript Title,Manuscript Type,Author Names,Submission Date,Published after
RCSJ-2016-0095,"Psychological sequelae of the PIP breast implants crisis: results from a single-centred, cross-sectional study.",Original research – Annals (clinical),"Arkoulis, Nikolaos; Chouliara, Zoe; Sutherland, Carol; Murray, Emma; Addison, Patrick; Stewart, Ken",2016,2015
RCSJ-2016-0097,Neurosurgery and Stress-how much stress are surgeons under?,Original research – Annals (clinical),"Dyke, Rory",2016,2015
RCSJ-2016-0102,Synchronous surgery in NSCLC patients with single brain metastase,Original research – Annals (clinical),"yuan, cui; liu, jian; liu, yifei; liu, junhua",2016,2015
RCSJ-2016-0103,Aid to selecting the most appropriately sized internal fixation device when individually packed in sterile opaque boxes,Technical papers,"Segaren, Neil; Abdul-Jabar, Hani; Lyall, Harry",2016,2015
RCSJ-2016-0107,Welcome to the NHS:  how to make a successful transition as an international doctor.,Original research – Bulletin (non-clinical),"Eldesoki, Ahmed; Marson, Ben",2016,2015
RCSJ-2016-0108,Analgesic efficacy of ropivacaine wound infusion after laparoscopic colorectal surgery,Original research – Annals (clinical),"Oh, Bo Young; Koo, Hye Young; Park, Yoon Ah; Yun, Sung Hyeon; Kim, Hee Cheol; Lee, Woo Yong; Cho, Ju Hee; Sim, Woo Seog; Cho, Yong Beom",2016,2015
RCSJ-2016-0109,ADHERENCE TO VACCINATION GUIDELINES POST SPLENECTOMY: A FIVE YEAR FOLLOW UP STUDY,Original research – Annals (clinical),"Boam, Tristan; Sellers, Peter; isherwood, john; Hollobone, Chloe; Pollard, Cristina; Lloyd, David; Dennison, Ashley; Garcea, Giuseppe",2016,2015
RCSJ-2016-0111,Acute perforated appendicitis in a strangulated femoral hernia: a rare presentation of De Garengeot’s hernia.,Case reports,"Valdés de Anca, Álvaro; Martín-Álvarez, José Luis; Marin Campos, Cristina; García-Sanz, Iñigo; Delgado-Valdueza, Jesús",2016,2015
RCSJ-2016-0113,THE CHALLENGING ANATOMY OF A SUPRACLAVICULAR LIPOMA,Case reports,"Evans, Nicola; Farooq, Muhammad; Saharay, Mrinal",2016,2015
RCSJ-2016-0114,Splenic artery embolization for massive splenomegaly,Case reports,"Di Martino, Marcello; Mora-Guzmán, Ismael; Mingo Basaíl, Alberto; Sánchez-Urdazpal, Luis",2016,2015
RCSJ-2016-0115,Sequential Bilateral Lesser Trochanter Apophyseal Avulsion Fractures in an Adolescent Patient,Case reports,"Parakh, Jehangirshaw; Reddy, Gautam; Barton, Cefin",2016,2015
RCSJ-2016-0117,A population-based study and national analysis of referral patterns and the multi-disciplinary team process in the management of colorectal liver metastases,Original research – Annals (clinical),"Gallagher, Tom; Kelly, Michael; Ridgway, Paul; McDermott, Ray; Traynor, Oscar; Hoti, Emir; Maguire, Donal; Geoghegan, Justin",2016,2015
RCSJ-2016-0119,Splenic artery embolization for massive splenomegaly,Case reports,"Di Martino, Marcello; Mora-Guzmán, Ismael; Mingo Basaíl, Alberto; Sánchez-Urdazpal, Luis",2016,2015
RCSJ-2016-0120,The ball-valve phenomena of an antrochoanal polyp causing nasal obstruction in a child,Case reports,"Nash, Robert; Fox, Richard; Pal, Surojit",2016,2015
RCSJ-2016-0121,A Survey of Continuing Medical Education amongst Otolaryngologists in the UK,Original research – Bulletin (non-clinical),"Twigg, Victoria; Carr, Simon; Harrison, Lianne; Quraishi, M. Shahed",2016,2015
RCSJ-2016-0122,Is Fibrewire superior to stainless wire for tension band wire? A systematic review,Review articles,"Ahmad, Zafar; Malik, Sheraz; Al-Wattar, Zaid; Grechenif, Stephan; Feigl, George; Ang, Swee",2016,2015
RCSJ-2016-0123,Finding the right patients for OSNA by predicting axillary lymph node involvement.,Original research – Annals (clinical),"Ismail, Ahmed; chowdhry, muhammad; Balasubramanian, Balapathiran",2016,2015
RCSJ-2016-0124,Variation in survival after surgery for peri-ampullary cancer in a regional cancer network,Original research – Annals (clinical),"Amr, Bassem; Shahtahmassebi, Golnaz; Aroori, Somaiah; Bowles, Matthew; Briggs, Christopher; Stell, David",2016,2015
RCSJ-2016-0129,Cementless acetabular cups in total hip arthroplasty: A comparison of early and later designs at mid-term radiographic review.,Original research – Annals (clinical),"Garcia Pulido, Pamela; Smith, Lindsay; Spencer, Robert",2016,2015
RCSJ-2016-0131,Sequential bilateral extensor pollicis tendon ruptures after undisplaced bilateral distal radius fractures from a single injury,Case reports,"Murphy, Ralph; Johal, Kavan; McKirdy, Stuart",2016,2015
RCSJ-2016-0132,A SNAPSHOT SURVEY OF PERCEPTIONS OF HEALTHCARE PROFESSIONALS ON AGEING SURGEONS,Original research – Annals (clinical),"Rajaratnam, Vaikunthan; Kumar, Chandra; Chowdhury, Anupama; Su, Chang",2016,2015
RCSJ-2016-0133,Accessory nipple in a male; a short report,Case reports,"Salem, Fathi; Hughes, Rebecca; Vidya, Raghavan",2016,2015
RCSJ-2016-0135,Surgical treatment of cecal volvulus,Original research – Annals (clinical),"Horesh, Nir; Nadler, Roy; Pery, Ron; Gravetz, Aviad; Amitai, Michal; Rosin, Danny; Gutman, Mordechai; Zmora, Oded; Klang, Eyal",2016,2015
RCSJ-2016-0136,Intra-operative imprint cytology of sentinel lymph node in breast cancer after negative pre-operative ultrasound assessment of axilla: How many second operations are avoided?,Original research – Annals (clinical),"Ravichandran, Duraisamy; Kirkpatrick, Katharine; Sakai, Naomi; Shrestha, Deepak; Nayagam, Maria; Herman, Katie",2016,2015
RCSJ-2016-0137,Comparison of the curative effect between the penis glans tunnel and slitting in the pediatric phase II Duplay operation,Original research – Annals (clinical),"changyuan, wang; xiaohua, Chen; xiaoyu, Wei",2016,2015
RCSJ-2016-0138,A case of an ingested e-cigarette,Case reports,"Matthews, Christopher; Torkington, Jared; Egan, Richard",2016,2015
RCSJ-2016-0139,A novel approach to ease bipolar forceps cleaning intra-operatively,Technical papers,"Deutsch, Peter; Liew, Leonard",2016,2015
RCSJ-2016-0140,Textiloma Discovered 22 Years Post-Splenectomy: A Case Report,Case reports,"elgendy, hesham",2016,2015
RCSJ-2016-0142,Symptomatic perineal hernias: a rare but challenging problem after laparoscopic abdoninoperineal resection for rectal cancers. Combined abdominoperineal approach and biological mesh repair.,Case reports,"Ýmisson, Böðvar; Hamad, Ahmed; Govindarajah, Naren; Khan, Arif",2016,2015
RCSJ-2016-0143,The inferior epigastric artery (IEA) – iatrogenic injury and aberrant variations in anatomy,Case reports,"Hassan, Sarah; Sutton, Paul; Smith, Dave",2016,2015
RCSJ-2016-0144,Effectiveness of low intensity pulsed ultrasound (LIPUS) in the treatment of fracture with delayed healing and non-union,Original research – Annals (clinical),"Amiri, Amir; Cowdell, Laura-Jane; McAndrew, Andrew",2016,2015
RCSJ-2016-0145,Cisplatin induced Acute Mesenteric Ischaemia: A Rare but Treatable Complication of Cisplatin Chemotherapy,Case reports,"Khosla, Shivun; Kennedy, Lauren; Abdulaal, Yasser",2016,2015
RCSJ-2016-0146,DUODENO-CUTANEOUS FISTULA REPAIR BY RECTUS ABDOMINIS MUSCLE PULL-IN TECHNIQUE,Case reports,"Pathak, Debajyoti; Tiwari, Anshuman; DAS, PROSENJIT; Kerketta, Priyanka; Das, Subhabrata; Halder, Sandip; Das, Dilip",2016,2015
RCSJ-2016-0147,A Novel Technique to Eliminate the Negative Pressure Encountered in Drain Removal Difficulty Following Prolonged Placement,Technical papers,"Huang, Xu-Chen; Hu, Xu-Hua; Zhou, Chao-Xi; Wang, Gui-Ying",2016,2015
RCSJ-2016-0149,The fat sparing area if newly discovered is a challanging in diagnosis after colectomy,Case reports,"Fadel, Bashir; Taha, Ahmed; Ibrahim, Tameem; Hassan, Ramy",2016,2015
RCSJ-2016-0150,Malignant Peripheral Nerve Sheath Tumor with extensive osteosarcomatous and chondrosarcomatous differentiation,Case reports,"MESHIKHES, Abdul-Wahed; Duhileb, Mohammed; Amr, Samir",2016,2015
RCSJ-2016-0152,Transumbilical single-incision laparoscopic vaginoplasty hybrid transperineal approach using a sigmoid colon segment?initial twenty-five cases,Original research – Annals (clinical),"Zhang, Mingle; Li, Suolin; Huang, Xianghua; Du, Hui; Wang, Chengshu; Zhang, Lijuan; Li, Yanan; Zhang, Jingkun; Wang, Zhenhai",2016,2015
RCSJ-2016-0153,PALLIATIVE SURGERY IN CARCINOMA STOMACH AND ITS OUTCOME,Original research – Annals (clinical),"Pattanayak, Sibaprashad; Saha, Debabrata; Bara, Bipin; Nayak, Sanjit",2016,2015
RCSJ-2016-0154,Multi-Centre Study into Extubation Times and Adenoma Detection Rates,Original research – Annals (clinical),"Toquero, Lawrence; Fernandes, Roland; Dunstan, Mathew; Lee, Jieyun; Doughan, Samer",2016,2015
RCSJ-2016-0156,Parastomal Hernia following cystectomy and ileal conduit urinary diversion: a systematic review,Review articles,"Narang, Sunil; Alam, Nasra; Campain, Nick; Pathak, Samir; McGrath, John; Daniels, Ian; Smart, Neil",2016,2015
RCSJ-2016-0158,Routine radiographs after hemiarthroplasty for hip fracture – are they necessary?,Original research – Annals (clinical),"Lynch, John; Walker, Robert; Norton, Mark; Middleton, Rory",2016,2015
RCSJ-2016-0159,"THE MASQUERADING PRESENTATIONS OF ""ANCIENT"" SCHWANNOMAS: SIGNIFICANT DIAGNOSTIC CHALLENGES",Case reports,"DAS, PROSENJIT; Mukherjee, Ramanuj; Pathak, Debajyoti; HALDER, SUBHADIP; SINGH, SUDIPTA",2016,2015
RCSJ-2016-0160,Salmonella Psoas Abscess with Deranged Liver Function Tests. A Case Report and Literature Review.,Case reports,"Hakim, Zuned; Kwaees, Tariq; Baldwin, Engin; Dunkow, Paul",2016,2015
RCSJ-2016-0163,Emergency mastectomy: A rare indication for bilateral breast necrotizing infection.,Case reports,"Ismail, Ahmed; Rizkalla, Nagy; Mirza, Mehboob",2016,2015
RCSJ-2016-0166,Risk Of Dislodging A Pin Into The Femoral Canal During Total Knee Arthroplasty Using Minimally Invasive Jigs,Technical papers,"Matthews, Alexander; Parker, Scott; Ghandour, Adel",2016,2015
RCSJ-2016-0168,Anastrazole is associated with hypercalcaemia in the presence of normal parathyroid glands,Case reports,"Deutsch, Christopher; Qayyum, Asad",2016,2015
RCSJ-2016-0169,Disposable gloves as an educational tool in teaching hand anatomy,Technical papers,"Thacoor, Amitabh; Othman, Diaa; Jivan, Sharmila",2016,2015
RCSJ-2016-0170,Proximal tibiofibular joint dislocation following low energy trauma.,Case reports,"Jenkinson, Mark; Rana, Bardeep",2016,2015
RCSJ-2016-0172,Benign recurrent adenomyoepithelioma of the breast with lung metastasis,Case reports,"Masilamani, Tara; Tang, Sarah; Shouls, Genevieve; Sharma, Anup",2016,2015
RCSJ-2016-0173,Orthopaedic Trauma Day Surgery: an untapped potential for cost savings and reducing length of stay in hospital,Original research – Annals (clinical),"Parwaiz, Hammad; Alshameeri, Zeiad; Baidyaray, Rudraprasad; Norrish, Alan",2016,2015
RCSJ-2016-0174,Case Report - Constipation and Migratory Colicky Abdominal Pain in an Opium Smoker of Iranian Origin Resident in London,Case reports,"Azizi, Alexander; Ferguson, Katie; Dluzewski, Sam; Hussain, Tajammul; Klein, Martin",2016,2015
RCSJ-2016-0177,Femoral arterial blood gas sampling using hand-held Doppler probe,Technical papers,"Thavanesan, Navamayooran",2016,2015
RCSJ-2016-0178,Vestibular fracture in the acute setting: a challenging diagnosis,Case reports,"Stavrakas, Marios; Psillas, Georgios; Markou, Konstantinos",2016,2015
RCSJ-2016-0179,APPENDICEAL MUCOCOELE : HANDLE WITH CARE,Case reports,"Desbruslais, Samuel; Jones, Michael; Box, Benjamin; Horgan, Liam",2016,2015
RCSJ-2016-0180.R2,Assessment of incompletely excised head and neck skin lesions: Does site effect rate of incomplete excision? A retrospective review of 1474 patient cases.,Original research – Annals (clinical),"evans, louise; Fox, Hannah; Snow, David",2017,2015
RCSJ-2016-0183,Does a dedicated orthopaedic day surgery list improve delivery of trauma services?,Original research – Annals (clinical),"Bhamra, Jagmeet; Patel, Sohil; Davies, Chi; Oliver, Matthew",2016,2015
RCSJ-2016-0184,LEFT-SIDED GASTROSCHISIS: Case report with anatomic and technical considerations,Case reports,"kalenga, nkomba; Mangray, Hansraj; Ghimenton, Fernando",2016,2015
RCSJ-2016-0185,Case Report: Imaging the clinical course of FOPE - A cause of adolescent knee pain,Case reports,"Bochmann, Thomas; Forrester, Richard; Smith, Jon",2016,2015
RCSJ-2016-0186,De Garengeot hernia: a challenging diagnosis and its surgical management.,Case reports,"Di Martino, Marcello; Marin Campos, Cristina; Miguel Mesa, Diana; Martín-Álvarez, José Luis; Martín-Pérez, Elena",2016,2015
RCSJ-2016-0190,Lower limb amputation: Association between timing of surgery and mortality,Original research – Annals (clinical),"Green, Barnabas; Danjoux, Gerard; Batterham, Alan; Hollingsworth, Andrew; Harris, Grant; Parry, Andrew",2016,2015
RCSJ-2016-0191,Risk factors for Postoperative Pancreatic Fistula after Laparoscopic Distal Pancreatectomy Using Stapler Closure Technique From One Single Surgeon,Original research – Annals (clinical),"Xia, Tao; Zhou, Jia-Yu; Mou, YiPing; Chen, Rong-Gao; Lu, Chao; Huang, Chao-Jie; Xu, Yun-Yun; Zhou, Yu-Cheng; Zhang,  Ren-Chao; Xu, Xiao-Wu",2016,2015
RCSJ-2016-0192,A retrospective audit of clinical outcomes following introduction of a peripheral endovascular intervention service for peripheral arterial disease by vascular surgeons in a UK centre,Original research – Annals (clinical),"Lewis, Thomas; Spiers, Harry; King, Harry; Karthikesalingam, Alan; Hinchliffe, Robert; Holt, Peter",2016,2015
RCSJ-2016-0193,Adherence to Royal College of Surgeons Guidelines is variable in hand-written operation notes: A completed audit.,Original research – Annals (clinical),"Griffith, David; Murphy, Liam; Perrin, Thomas; Clarke, Michael",2016,2015
RCSJ-2016-0196,Allograft Soft Tissue Knee Reconstruction – 10 year experience at The Exeter Knee Reconstruction Unit.,Original research – Annals (clinical),"Barrie, Alasdair; Dodd, Laurie; Mandalia, Vipul; Schranz, Peter",2016,2015
RCSJ-2016-0198,Occupational exposures to blood and other body fluids in the oral & maxillofacial surgery setting: an evaluation of reporting practices and attitudes among staff at a major United Kingdom teaching hospital.,Original research – Annals (clinical),"Leavy, Paul; Siddique, Ibraz; Mohammed-Ali, Ricardo",2016,2015
RCSJ-2016-0200,An unusual presentation of arteriovenous malformation as an erosive mid foot lesion,Case reports,"Mohammad, Hasan; Bhatti, Waqar; Pillai, Anand",2016,2015
RCSJ-2016-0202,Using a looping powerpoint presentation to display PACS images in theatres; Avoiding delays and breaches in information governance.,Technical papers,"Bellringer, Simon; Cunnane, Max; Edmondson, Mark; Gibbs, James",2016,2015
RCSJ-2016-0206,How Cost Saving in the NHS became a burning issue in Urology,Original research – Annals (clinical),"Hilbert, Rebecca; Montgomery, Bruce; Barber, Neil",2016,2015
RCSJ-2016-0207,Fibrolamellar variant of Hepatocellular carcinoma presenting during pregnancy: Management Dilemmas.,Case reports,"Vishnu, N; Vidhyalakshmi, S; Sambandam, Swaminathan; Garg, Prerna; Kulkarni, Aditya; Venkatakrishnan, L; Janarthan, Krishnaveni; Singh, Gursharan; Kaur, Maninder; Chitra, B; John, B",2016,2015
RCSJ-2016-0208,"Seroprevalence  of Hepatitis B, Hepatitis C And HIV in Orthopedics and 
Traumatology Patients",Original research – Annals (clinical),"Toka Özer, Türkan; Durmaz, Süleyman; Sal?o?lu, Faruk",2016,2015
RCSJ-2016-0209,Readmissions After General Surgery (RAGeS): A Prospective Multi-Centre Audit.,Original research – Annals (clinical),"Lee, Matthew; Daniels, Sarah; Wild, Jonathan; Wilson, Timothy",2016,2015
RCSJ-2016-0211,Audit cycle of consent form documentation and introduction of procedure-specific labels for trauma and orthopaedics in a district general hospital.,Original research – Annals (clinical),"Bajada, Stefan; Dwamena, Samuel; Williams, Rhodri; Ennis, Owain",2016,2015
RCSJ-2016-0213,The On-Call ENT Fanny-Pack,Technical papers,"Ghedia, Reshma",2016,2015
RCSJ-2016-0215,A curious case on inferior patella dislocation,Case reports,"Shelton, James; Banim, Ronan",2016,2015
RCSJ-2016-0216,Ischaemic hepatitis secondary to intraoperative hypotension,Case reports,"Nita, George; Sinha, Amit",2016,2015
RCSJ-2016-0217,Large Retrorectal Leiomyosarcoma: Case Report And Considerations About A Rare And Challenging Disease,Case reports,"Turati, Luca; Russo, Alfio; Petrelli, Fausto; Sgroi, Giovanni",2016,2015
RCSJ-2016-0218,Intrapancreatic Enteric Duplication Cyst Masquerading as Groove Pancreatitis,Case reports,"Dowden, Jacob",2016,2015
RCSJ-2016-0220,Splinting the external auditory canal,Technical papers,"Stavrakas, Marios; Rachovitsas, Dimitrios",2016,2015
RCSJ-2016-0226,Participant’s Perception of the Morning Trauma Meeting as a Learning Environment,Original research – Annals (clinical),"Lewis-Jones, Gareth; Platt, Simon; Taylor, James",2016,2015
RCSJ-2016-0228,Rare Presentation of Idiopathic Duodeno- Duodenal Intussusception,Case reports,"Loo, Guo Hou; Mohamed Abu Zeid, Waleid; Lim, See Liang; Chang, Tze Sen",2016,2015
RCSJ-2016-0230,Getting the balance right,Original research – Bulletin (non-clinical),"Cunnane, Max; Hampton, Thomas; Moore, Andrew",2016,2015
RCSJ-2016-0231,Is regional anaesthesia safer than epidural anaesthesia for abdominal surgery?,Original research – Annals (clinical),"Griffith, David; Keogh, Kenneth",2016,2015
RCSJ-2016-0232,Port-site incisional hernia - a cohort study of 54 patients,Original research – Annals (clinical),"Lambertz, Andreas; Stüben, B.; Bock, B.; Eickhoff, R.; Kroh, A.; Klink, C.; Neumann, U.; Krones, C.",2016,2015
RCSJ-2016-0234,The simulation of operation cost in laparoscopy-assisted and laparoscopic distal gastrectomy under the National Health Insurance System in Japan,Review articles,"hoya, yoshiyuki",2016,2015
RCSJ-2016-0235,Concomitant thyroid cancer in patients with primary hyperparathyroidism in an endemic goitre region,Original research – Annals (clinical),"?im?ek, be?ir; saylam, bar??; Karabeyo?lu, Melih; Güldo?an, Cem; özden, sabri; Tez, Mesut",2016,2015
RCSJ-2016-0236,Rare Atypical Anastomotic Malignancies after Subtotal Gastrectomy for Peptic Ulcer: Three Case Reports and Review of the Literature,Case reports,"Kotidis, Efstathios; Christou, Konstantinos; Sapalidis, Konstantinos; Michalopoulos, Nikolaos; Kanellos, Ioannis",2016,2015
RCSJ-2016-0237,The utilization of a course with YouTube to improve knowledge in peripheral neurovascular examination of limbs among medical students and junior doctors,Original research – Annals (clinical),"Aslam-Pervez, Nayef; Bradley, Don; Mushtaq, Vhaid; Aslam-Pervez, Bilal",2016,2015
RCSJ-2016-0239,Acute appendicitis in a femoral hernia: A challenging surgical entity,Case reports,"Borghol, Khaled; Skelly, Brendan",2016,2015
RCSJ-2016-0241,A novel soft tissue stabilization technique for acute proximal tibiofibular joint dislocation requiring open reduction,Technical papers,"Middleton, Mark; David, Benjamin; Hassan, Abdel",2016,2015
RCSJ-2016-0245,Hip fractures in centenarians – has care improved in the National Hip Fracture Database era?,Original research – Annals (clinical),"Dick, Alastair; Davenport, Dominic; Bansal, Mohit; Burch, Therese; Edwards, Max",2016,2015
RCSJ-2016-0246,The use of gel and conservative shaving to exclude hair from the surgical field in posterior cervical surgery.,Technical papers,"Dick, Alastair; Liantis, Panagiotis",2016,2015
RCSJ-2016-0247,A Novel Method for Cauterisation of Anterior Epistaxis with Suction,Technical papers,"Davies, Huw; Rudd, James; Gluckman, Paul",2016,2015
RCSJ-2016-0248,Accuracy of adrenal imaging and adrenal venous sampling in diagnosing unilateral primary aldosteronism,Original research – Annals (clinical),"Ladurner, Roland; Sommerey, Sandra; Buechner, Stefan; Dietz, Anna; Degenhart, Christoph; Hallfeldt, Klaus; Gallwas, Julia",2016,2015
RCSJ-2016-0249,Pre-operative tibial nail selection using a formula based on patient height,Original research – Annals (clinical),"David, Benjamin; Wrigley, Sophie; Middleton, Mark; Chaundy, William; Beckles, Verona",2016,2015
RCSJ-2016-0251,Pyoderma Gangrenosum following autologous breast reconstruction,Case reports,"Singh, Prateush; Tuffaha, Sami; Robbins, Sanford; Bonawitz, Steven",2016,2015
RCSJ-2016-0252,MRI Study of Orthotic Balloon Brace Used for the Treatment of Pectus Carinatum,Case reports,"Idowu, Olajire; Chung, Taylor; Kim, Sunghoon",2016,2015
RCSJ-2016-0253,Abdominal Fat Ratio – A Novel Parameter for Predicting Conversion in Laparoscopic Colorectal Surgery,Original research – Annals (clinical),"Scott, Susanne; Farid, Shahid; Mann, Chris; Jones, Richard; Kang, Peter; Evans, John",2016,2015
RCSJ-2016-0255,Primary retroperitoneal seminoma,Case reports,"ABUSANAD, OSAMA; Omar, Ahmed",2016,2015
RCSJ-2016-0256,Late Metastatic Endometrial Carcinoma at the Repair Site of an Abdominal Wall Incisional Hernia,Case reports,"MESHIKHES, Abdul-Wahed; Al-Bader, Suha; Sulais, Ehsan; Al-Qudaihi, Hiba",2016,2015
RCSJ-2016-0260,Does regional audit improve practice in the management of urological cancers?,Original research – Annals (clinical),"Dyer, James; Hartley, Steph; Thompson, Andrew",2016,2015
RCSJ-2016-0262,Distal Radius Fractures - a Volar Plate is not just a Volar Plate,Original research – Annals (clinical),"Knight, Richard; Elliott, Lucy; Brewster, Mark; Spiteri, Michelle; Power, Dominic",2016,2015
RCSJ-2016-0264,"GP perception of prostate-specific antigen testing has improved, but more awareness of prostate cancer risk in younger patients is still awaited",Original research – Annals (clinical),"Thurtle, David; Gordon, Emma; Brierly, Robert; McLoughlin, John",2016,2015
RCSJ-2016-0266,Uncut jejunal esophageal anastomosis with double jejunal pouch: a digestive tract reconstruction method that improves quality of life after total gastrectomy,Original research – Annals (clinical),"Gong, JiaQing; Cao, YongKuan; Wang, YongHua; Zhang, GuoHu; Wang, PeiHong; Luo, GuoDe",2016,2015
RCSJ-2016-0267,Simple foot holder saves your theatre practitioner’s back,Technical papers,"Kurup, Harish; Mcclean, Colin",2016,2015
RCSJ-2016-0268,An unusual case of testicular torsion in a 59 year old man,Case reports,"Platt, Timothy",2016,2015
RCSJ-2016-0269,Synchronous diagnosis of phaeochromocytoma and colorectal neoplasia – optimisation of management strategies,Original research – Annals (clinical),"Sohawon, Ridwaan; Truran, Peter; Webster, Jonathan; Amin, Shwan; Harrison, Barney; Balasubramanian, Saba",2016,2015
RCSJ-2016-0270,Orange and sunlight- A recipe for blisters,Case reports,"Au, Stephanie; Yousif, Ali; Madhavan Anandan, Suresh",2016,2015
RCSJ-2016-0273,Cognizance of anatomical variants in the recurrent motor branch of the median nerve during carpal tunnel release surgery,Case reports,"Tan, Shaun; Morrison, Wayne",2016,2015
RCSJ-2016-0274,A simple technique to reduce contamination during cutting of the femur and tibia in total knee arthroplasty,Technical papers,"Liu, Xi-Wei; Xiao, Lin; Ma, Jian-Bing",2016,2015
RCSJ-2016-0276,Spontaneous rupture of the spleen in type I Gaucher’s disease,Case reports,"Chen, Shiming; hang, Wang; BIN, WANG; Qinghua, Chen; Weidong, Du",2016,2015
RCSJ-2016-0277,Rupture of hepatic artery pseudoaneurysm during diagnostic angiography after pancreaticoduodenectomy,Case reports,"Spoletini, Gabriele; D'Ugo, Stefano; Silva, Michael",2016,2015
RCSJ-2016-0279,"Spontaneous Rupture of Extensor Hallucis Longus Tendon ,  a case report",Case reports,"Kheradmand, Behfar; Mushtaq, Nadeem",2016,2015
RCSJ-2016-0282.R1,Laparoscopic repair of a migrated adjustable gastric band connecting tube with colonic erosion.,Case reports,"Bilkhu, Amarvir; Harvey, Hannah; davies, Justin; Steward, Mark; Halstead, James",2016,2015
RCSJ-2016-0283,"why is routine histopathological examination of a gallbladder surgical specimen necessary ?: A review of 1,294 cholecystectomy cases",Original research – Annals (clinical),"Dincel, Oguzhan; Goksu, Mustafa; Hatipoglu, Hamit Sinan; Kinaci, Erdem",2016,2015
RCSJ-2016-0284,Covering Kirschner wires – The search continues,Technical papers,"Smith, James; Cochrane, Elliott",2016,2015
RCSJ-2016-0285,"Iatrogenic knotted ureteric stent, Case report and a review of the literature",Case reports,"Hosny, Khaled; Almula-Abed, Omar",2016,2015
RCSJ-2016-0287,Carry on Kerion,Case reports,"Hinton, Christopher; Power, Andrew; Adams, Aidan; Whitfield, Paul",2016,2015
RCSJ-2016-0288,Early surgical treatment for fracture-dislocation of the thoracic spine in a patient in poor general condition,Case reports,"Hiota, Ryosuke; Abe, Yasuhisa; Terashima, Yoshinori; Yoshimoto, Mitsunori; Takebayashi, Tsuneo; Ishikawa, Ichiro; Yamashita, Toshihiko",2016,2015
RCSJ-2016-0289,Comparison of modified primary urethral realignment under flexible urethroscope versus conventional open realignment method,Original research – Annals (clinical),"Huang, Guanglin; Man, Libo; Li, Guizhong; Wang, Hai; Liu, Ning",2016,2015
RCSJ-2016-0290,Perineal Richter’s herniation following proctectomy,Case reports,"Jayamanne, Harsha; Stephenson, Brian",2016,2015
RCSJ-2016-0291,The Lost Needle: when should Cardiothoracic patients be X-rayed in theatre?,Original research – Annals (clinical),"Carr, Cornelia; Francis, Willington; El Kahlout, Mohammed; Sarhan, Hatem; Mazhar, Rashid; Alkuwari, Maryam; Alkhulaifi, Abdulaziz",2016,2015
RCSJ-2016-0292,Small Renal Masses – Diagnosis and Management,Review articles,"Reekhaye, Abhishek; Madaan, Sanjeev; Sriprasad, Seshadri",2016,2015
RCSJ-2016-0293,A rare case of a huge intramuscular hematoma after primary total knee arthroplasty,Case reports,"Liu, Xi-Wei; Zhao, Guang-Hui; Ma, Jian-Bing",2016,2015
RCSJ-2016-0294,Recent Advances in Dupuytren’s Disease,Review articles,"Sibbel, Jason; Furness, Nicholas; Warwick, David",2016,2015
RCSJ-2016-0296,The correlation between ATLS and junior doctors’ anatomical knowledge of central venous catheter insertion in trauma service in South Africa.,Original research – Annals (clinical),"Odendaal, Jocinta; Kong, Victor; Clarke, Damian; Sartorius, Benn; Liu, Yi-Ying; Liu, Ting-Ying; Keene, Claire",2016,2015
RCSJ-2016-0297,Comparison of Volar Locking Plate fixations for displaced distal radius fractures: an evaluation of complications and radiographic outcomes.,Original research – Annals (clinical),"Wilson, James; Johal, Kavan; Viner, Jeremy; Woodruff, Michael",2016,2015
RCSJ-2016-0300,Silicone-impregnated and saline-soaked gauze dressings: a prospective pilot study,Original research – Annals (clinical),"Nasher, Omar; Robba, Vanessa; Trickett, Ryan; Oni, John; Davis, Tim; Downing, Nicholas",2016,2015
RCSJ-2016-0301,An aid to using finger-traps for fracture reduction,Technical papers,"Dhinsa, Baljinder; Shaunak, Shalin; Tolat, Amit",2016,2015
RCSJ-2016-0303,"Post-operative neurological observations, are you getting what you ordered?",Original research – Annals (clinical),"Buchanan, Donald; Smith, Gemma; Akthar, Naveed; Grainger, Melvin; Gardner, Adrian",2016,2015
RCSJ-2016-0306,Is Fibrewire superior to stainless wire for tension band wire? A systematic review,Review articles,"Ahmad, Zafar; Malik, Sheraz; Al-Wattar, Zaid; Feigl, George; Grechenif, Stephan; Ang, Swee",2016,2015
RCSJ-2016-0309,Fast-track breast referrals: the impact of the latest NICE guidance?,Review articles,"Vidya, raghavan",2016,2015
RCSJ-2016-0310,Laparoscopic strategy for recurrent inguinal hernia repair: the single-center experience for 14 years,Original research – Annals (clinical),"Sun, Jing; Wang, Wenrui; Li, Jianwen; Yue, Fei; Feng, Bo; Wang, Ji; Wang, Minggang",2016,2015
RCSJ-2016-0317,The outcome of using a Jamshidi biopsy trocar needle in a novel technique for bone grafting in percutaneous internal fixation of Scaphoid non-union,Original research – Annals (clinical),"Bokhari, Syed; Hadi, Saif; Barclay, John; Hossain, Fahad; Ketzer, Bernd",2016,2015
RCSJ-2016-0319,Acute cauda equina syndrome secondary to lumbosacral epidural lipomatosis,Case reports,"Sivasubramaniam, Vinothan; Crocker, Matthew",2016,2015
